Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
38.0,5.0,Fog,Jam,1,scooter,1.0,No,Urban,39
39.0,4.7,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,21
21.0,4.6,Windy,Low,1,motorcycle,,No,Metropolitian,14
,,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,20
23.0,4.9,Windy,Medium,1,motorcycle,0.0,No,Urban,22
20.0,4.8,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,26
20.0,4.3,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,34
35.0,4.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,40
39.0,4.0,Fog,Jam,2,electric_scooter,0.0,No,Metropolitian,41
38.0,4.8,Fog,Jam,1,scooter,0.0,No,Metropolitian,37
32.0,4.6,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,25
27.0,4.4,Windy,Low,0,motorcycle,1.0,No,Metropolitian,17
23.0,4.3,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,36
23.0,4.9,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,13
28.0,4.6,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,31
28.0,4.8,Sunny,High,1,motorcycle,0.0,No,Metropolitian,11
30.0,5.0,Stormy,Medium,2,electric_scooter,0.0,No,Metropolitian,26
36.0,4.2,Cloudy,Jam,0,motorcycle,1.0,No,Urban,32
30.0,4.6,Stormy,Low,0,motorcycle,1.0,No,,21
21.0,4.8,Stormy,Jam,1,scooter,1.0,No,Urban,16
,,Sandstorms,Medium,2,scooter,1.0,No,Urban,22
36.0,4.5,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,43
38.0,4.8,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,38
37.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,16
30.0,4.9,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,44
27.0,4.7,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,16
22.0,4.9,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,24
21.0,4.5,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,18
34.0,4.8,Sandstorms,Low,1,scooter,,No,Metropolitian,15
29.0,4.9,Stormy,High,2,scooter,1.0,No,Metropolitian,21
34.0,4.5,Cloudy,Low,1,motorcycle,1.0,No,Urban,26
20.0,4.7,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,13
33.0,4.3,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,48
35.0,3.8,Sandstorms,Jam,1,motorcycle,1.0,No,Urban,34
32.0,4.6,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,32
26.0,3.7,Sunny,Jam,0,motorcycle,1.0,No,Urban,42
37.0,5.0,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,28
28.0,4.7,Windy,Jam,2,motorcycle,0.0,No,Urban,14
30.0,4.6,Fog,Jam,0,motorcycle,0.0,No,Urban,43
30.0,5.0,Cloudy,Jam,1,motorcycle,2.0,No,Semi-Urban,47
29.0,4.7,Sunny,Jam,1,scooter,1.0,No,Metropolitian,17
37.0,4.5,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,51
22.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,17
15.0,1.0,,,3,motorcycle,1.0,No,Metropolitian,28
37.0,4.7,Cloudy,High,2,scooter,0.0,No,Metropolitian,30
33.0,4.6,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,32
22.0,4.9,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,27
37.0,4.6,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,27
28.0,4.3,Cloudy,Jam,1,motorcycle,0.0,No,Urban,33
20.0,4.9,Windy,Low,1,scooter,1.0,No,Metropolitian,15
20.0,4.9,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,22
38.0,4.8,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,24
22.0,4.7,Windy,Low,0,motorcycle,0.0,No,Metropolitian,20
30.0,4.8,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,45
29.0,4.8,Windy,Low,1,scooter,0.0,No,Urban,14
21.0,4.6,Stormy,Low,1,scooter,0.0,No,Urban,16
31.0,4.9,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,40
39.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,52
37.0,4.7,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,24
23.0,4.8,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,20
26.0,4.9,Sunny,Medium,1,motorcycle,0.0,No,Urban,14
29.0,4.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,32
32.0,4.6,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,16
26.0,4.5,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,28
30.0,4.6,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,29
29.0,4.9,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,23
23.0,4.6,Stormy,Jam,1,scooter,0.0,No,Metropolitian,29
36.0,4.7,Windy,High,1,motorcycle,1.0,No,Metropolitian,30
30.0,4.8,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,32
27.0,4.9,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,21
38.0,4.6,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,26
23.0,4.6,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,17
,,,,1,motorcycle,1.0,No,Metropolitian,37
,,Sandstorms,High,2,electric_scooter,1.0,No,Metropolitian,25
21.0,4.9,Windy,Low,2,scooter,1.0,No,Metropolitian,15
23.0,4.8,Sunny,Low,1,scooter,0.0,No,Metropolitian,19
27.0,4.3,Sandstorms,Low,0,motorcycle,0.0,No,Urban,28
25.0,4.6,Stormy,High,2,scooter,1.0,No,Urban,27
25.0,4.8,Cloudy,Low,2,scooter,0.0,No,Urban,12
37.0,4.9,Sunny,Medium,2,motorcycle,1.0,No,Metropolitian,27
39.0,4.7,Sunny,Medium,2,electric_scooter,0.0,No,Metropolitian,21
20.0,4.8,Sunny,High,1,scooter,1.0,No,Metropolitian,15
35.0,4.7,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,18
23.0,4.7,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,38
35.0,4.6,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,23
23.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,29
26.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,26
25.0,4.8,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,10
31.0,5.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,29
29.0,4.9,Fog,Jam,0,motorcycle,1.0,No,Urban,39
30.0,5.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,25
27.0,4.6,Stormy,Medium,2,scooter,0.0,No,Urban,27
22.0,4.6,Stormy,High,2,scooter,0.0,No,Metropolitian,22
38.0,4.0,Fog,Medium,1,scooter,1.0,No,Metropolitian,32
36.0,4.2,Fog,Low,1,motorcycle,1.0,No,Metropolitian,37
29.0,5.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,43
35.0,4.5,Cloudy,Jam,2,electric_scooter,0.0,No,Metropolitian,27
33.0,4.2,Fog,Medium,1,scooter,0.0,No,Metropolitian,33
30.0,4.5,Fog,Medium,2,motorcycle,,No,Metropolitian,17
20.0,4.8,Sunny,High,2,motorcycle,1.0,No,Urban,15
34.0,3.8,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,38
36.0,4.6,Sandstorms,High,0,motorcycle,2.0,No,Urban,38
26.0,5.0,Stormy,High,2,scooter,1.0,No,Urban,18
32.0,4.2,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,32
36.0,4.6,Stormy,High,2,motorcycle,1.0,No,Metropolitian,34
,,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,33
36.0,4.6,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,15
32.0,4.6,Sunny,High,1,scooter,0.0,No,Metropolitian,22
25.0,4.7,Sandstorms,High,1,motorcycle,1.0,No,Urban,15
39.0,3.5,Sandstorms,Jam,1,motorcycle,1.0,No,Urban,34
27.0,4.8,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,21
32.0,4.1,Windy,Jam,0,motorcycle,0.0,No,Urban,49
30.0,3.5,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,38
21.0,4.9,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,14
37.0,4.4,Sandstorms,Jam,2,scooter,3.0,No,Metropolitian,44
26.0,4.5,Sunny,High,0,motorcycle,1.0,Yes,Metropolitian,46
24.0,4.7,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,11
33.0,4.3,Windy,High,0,motorcycle,1.0,No,Metropolitian,38
26.0,4.3,Windy,Low,0,motorcycle,1.0,No,Urban,24
28.0,4.6,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,27
34.0,4.7,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,33
39.0,4.2,Stormy,High,0,motorcycle,3.0,No,Metropolitian,46
33.0,3.7,Stormy,Jam,1,scooter,2.0,No,Metropolitian,44
26.0,4.1,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,34
29.0,4.7,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,18
35.0,4.4,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,33
24.0,4.9,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,21
37.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23
20.0,4.8,Stormy,Low,2,scooter,0.0,No,Urban,16
36.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,29
37.0,4.7,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,47
36.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,37
32.0,4.7,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,44
39.0,4.3,Fog,Low,1,scooter,0.0,No,Metropolitian,34
39.0,5.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,40
29.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,20
22.0,4.0,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,33
24.0,4.8,Windy,Low,2,scooter,1.0,No,Urban,10
,,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,21
30.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,45
33.0,4.9,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,26
38.0,3.7,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,38
33.0,4.9,Windy,Low,2,scooter,1.0,No,Metropolitian,18
33.0,4.8,Sunny,Jam,0,motorcycle,1.0,No,Urban,26
33.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,27
38.0,4.8,Cloudy,Jam,0,motorcycle,0.0,No,Urban,28
22.0,4.9,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,17
24.0,5.0,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,45
33.0,4.7,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,25
35.0,4.1,Windy,Low,0,motorcycle,0.0,No,Metropolitian,29
25.0,4.7,Cloudy,Low,1,scooter,0.0,No,Urban,13
35.0,4.7,Windy,Low,2,motorcycle,1.0,No,Metropolitian,23
37.0,4.2,Sunny,Jam,2,scooter,0.0,No,Metropolitian,33
21.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,24
21.0,4.5,Stormy,High,0,motorcycle,0.0,No,Metropolitian,24
25.0,4.9,Sandstorms,Low,1,scooter,0.0,No,Urban,10
24.0,4.6,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,12
30.0,4.7,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,29
,,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,15
37.0,4.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,51
33.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23
30.0,4.5,Cloudy,Low,0,motorcycle,1.0,No,Urban,22
22.0,4.9,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,24
25.0,4.2,Windy,Low,0,motorcycle,0.0,No,,19
23.0,4.5,Fog,Low,0,motorcycle,0.0,No,Metropolitian,21
30.0,4.6,Windy,Medium,2,scooter,1.0,No,Metropolitian,28
27.0,4.5,Fog,Medium,1,scooter,1.0,No,Metropolitian,18
27.0,4.7,Sunny,Jam,2,scooter,1.0,No,Urban,10
37.0,4.7,Sunny,Low,2,scooter,0.0,No,Metropolitian,17
36.0,4.6,Windy,Low,2,scooter,1.0,No,Urban,22
22.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,38
32.0,4.5,Sandstorms,Jam,2,motorcycle,0.0,No,Metropolitian,36
31.0,4.7,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,24
26.0,4.2,Cloudy,High,2,scooter,1.0,No,Metropolitian,34
26.0,4.5,Sunny,High,0,motorcycle,1.0,No,Metropolitian,41
29.0,4.8,Fog,Medium,1,motorcycle,0.0,Yes,Metropolitian,39
24.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,23
31.0,4.4,Windy,Medium,0,motorcycle,1.0,No,Urban,44
31.0,4.8,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,27
24.0,4.1,Sandstorms,Low,0,motorcycle,1.0,No,Urban,28
28.0,4.8,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,26
27.0,4.9,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,16
23.0,4.9,Fog,High,0,motorcycle,1.0,No,Metropolitian,21
22.0,4.8,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,15
32.0,4.6,Windy,Jam,1,scooter,1.0,No,Urban,27
32.0,4.1,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,39
24.0,4.7,Windy,Jam,2,scooter,1.0,No,Metropolitian,18
30.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,25
30.0,4.7,Windy,High,0,motorcycle,2.0,No,Metropolitian,35
36.0,4.6,Cloudy,Low,1,motorcycle,1.0,No,,19
34.0,4.8,Windy,Medium,2,scooter,1.0,No,Metropolitian,20
21.0,4.7,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,26
36.0,3.7,Stormy,Jam,1,motorcycle,1.0,No,Urban,31
35.0,4.8,Sunny,Medium,1,scooter,0.0,No,Metropolitian,19
37.0,5.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,29
33.0,4.6,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,27
21.0,4.5,Stormy,Jam,1,scooter,0.0,No,Metropolitian,18
23.0,4.8,Sandstorms,Jam,2,motorcycle,0.0,No,Urban,22
38.0,4.7,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,41
38.0,4.8,Cloudy,Jam,0,motorcycle,2.0,Yes,Metropolitian,45
33.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Urban,24
28.0,4.5,Cloudy,Low,2,scooter,1.0,No,Urban,19
23.0,4.8,Sunny,Medium,1,scooter,0.0,No,Metropolitian,18
28.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,31
22.0,4.6,Stormy,High,0,motorcycle,1.0,No,Metropolitian,19
25.0,4.9,Windy,Low,0,motorcycle,0.0,No,Urban,15
32.0,4.5,Sunny,Jam,2,scooter,1.0,No,Urban,16
29.0,4.6,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,10
34.0,5.0,Windy,Jam,0,motorcycle,0.0,No,Urban,31
39.0,4.7,Stormy,Low,1,scooter,1.0,No,Metropolitian,22
38.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Urban,22
35.0,4.2,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,35
29.0,4.5,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,17
21.0,4.7,Sunny,Medium,2,electric_scooter,,No,Urban,11
21.0,4.8,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,15
26.0,4.7,Fog,Medium,2,scooter,1.0,No,Metropolitian,31
22.0,4.5,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,24
35.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,19
24.0,4.9,Sandstorms,Jam,2,scooter,0.0,No,Urban,20
29.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,23
29.0,4.8,Stormy,Jam,1,scooter,1.0,No,Metropolitian,18
21.0,4.5,Cloudy,Low,1,motorcycle,0.0,No,Urban,21
39.0,4.6,Windy,Medium,2,electric_scooter,0.0,No,Metropolitian,25
29.0,4.8,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,35
,,Sandstorms,Low,0,motorcycle,0.0,No,Urban,15
36.0,4.9,Cloudy,Low,2,scooter,1.0,No,,16
27.0,4.9,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,21
34.0,4.5,Stormy,Low,1,motorcycle,0.0,No,Urban,24
27.0,5.0,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,40
32.0,4.7,Sandstorms,Low,1,motorcycle,0.0,No,Urban,22
25.0,5.0,Fog,Low,0,motorcycle,,No,,22
20.0,4.5,Windy,Jam,2,motorcycle,0.0,No,Urban,18
33.0,4.9,Fog,Jam,2,electric_scooter,2.0,Yes,Metropolitian,44
23.0,4.6,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,16
22.0,4.7,Stormy,Low,0,motorcycle,1.0,No,Urban,23
38.0,4.8,Windy,Low,1,scooter,0.0,No,Metropolitian,22
23.0,5.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,35
22.0,4.5,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,23
37.0,4.8,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,37
22.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,31
23.0,4.9,Windy,Jam,2,motorcycle,0.0,No,Metropolitian,23
20.0,4.8,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,16
21.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,15
24.0,4.6,Fog,Medium,2,scooter,1.0,No,Metropolitian,14
27.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,14
30.0,4.8,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26
32.0,4.7,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,28
35.0,3.7,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,31
39.0,5.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,37
28.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37
32.0,4.8,Sandstorms,High,2,motorcycle,1.0,No,Urban,27
33.0,5.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,36
37.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,22
33.0,4.7,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,49
38.0,4.5,Cloudy,Jam,0,motorcycle,,No,Urban,28
26.0,4.2,Windy,Medium,0,motorcycle,2.0,No,Metropolitian,35
20.0,4.8,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,26
30.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,24
28.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,17
34.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,29
25.0,4.3,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,25
29.0,4.8,Sunny,Jam,1,scooter,0.0,No,Metropolitian,13
35.0,4.6,Fog,Jam,2,scooter,1.0,No,Metropolitian,38
28.0,4.9,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,25
25.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,13
23.0,4.0,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,38
36.0,4.8,Sandstorms,Low,1,scooter,1.0,No,Urban,26
22.0,4.7,Stormy,Jam,0,motorcycle,0.0,Yes,Metropolitian,39
38.0,5.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,40
24.0,5.0,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,47
26.0,4.9,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,11
22.0,4.9,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,16
20.0,4.7,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,28
39.0,4.3,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,32
,,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,22
32.0,4.7,Sunny,Jam,2,scooter,1.0,No,Metropolitian,25
,,,,3,electric_scooter,1.0,No,Metropolitian,26
38.0,4.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,34
29.0,5.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,17
27.0,4.9,Cloudy,Medium,1,motorcycle,1.0,No,,34
27.0,4.8,Sunny,Medium,1,scooter,1.0,No,Metropolitian,15
,,Cloudy,Low,0,motorcycle,0.0,No,Urban,18
,,,,3,scooter,2.0,No,Metropolitian,45
37.0,5.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,38
26.0,4.4,Windy,Low,0,motorcycle,,No,Metropolitian,20
22.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,19
36.0,4.8,Fog,Low,0,motorcycle,1.0,No,Metropolitian,35
31.0,4.5,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,45
33.0,3.9,Sunny,Jam,2,scooter,1.0,No,Urban,31
31.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,40
38.0,4.8,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,31
37.0,4.7,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,29
31.0,3.8,Fog,Low,1,motorcycle,0.0,No,Metropolitian,35
29.0,5.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,34
25.0,4.6,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,29
38.0,4.6,Stormy,High,1,scooter,1.0,No,Metropolitian,25
20.0,5.0,Windy,Jam,2,scooter,0.0,No,Urban,17
35.0,4.8,Fog,Jam,2,scooter,0.0,No,Urban,30
28.0,4.5,Windy,Low,2,electric_scooter,0.0,No,Urban,13
24.0,4.6,Stormy,Medium,2,electric_scooter,1.0,No,Urban,15
29.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,15
31.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Semi-Urban,54
33.0,4.6,Stormy,Jam,1,scooter,1.0,No,Metropolitian,29
37.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38
36.0,4.3,Cloudy,Low,2,scooter,1.0,No,Metropolitian,39
30.0,4.7,Fog,Low,1,motorcycle,1.0,No,Metropolitian,18
27.0,4.7,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,33
37.0,4.1,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,32
37.0,4.2,Fog,Medium,2,scooter,2.0,No,Metropolitian,41
30.0,4.6,Windy,Low,2,motorcycle,1.0,No,Urban,25
37.0,4.1,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,47
33.0,4.5,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,25
22.0,4.6,Sunny,Jam,2,scooter,0.0,No,Metropolitian,12
32.0,4.1,Stormy,Jam,0,motorcycle,0.0,No,Urban,43
26.0,5.0,Stormy,Low,2,motorcycle,1.0,No,Urban,19
32.0,4.7,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,43
22.0,4.3,Fog,Jam,1,scooter,0.0,No,Metropolitian,42
30.0,4.3,Stormy,Jam,1,motorcycle,,No,,32
21.0,4.8,Windy,Medium,1,scooter,1.0,No,Metropolitian,23
24.0,4.8,Sandstorms,Low,1,motorcycle,0.0,No,Urban,11
28.0,4.6,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,25
21.0,4.6,Sandstorms,Low,2,scooter,1.0,No,Urban,13
22.0,4.7,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,15
,,Cloudy,Jam,1,motorcycle,0.0,No,Metropolitian,32
26.0,4.7,Windy,Jam,2,scooter,0.0,No,Urban,16
27.0,4.7,Cloudy,Jam,2,electric_scooter,2.0,No,Metropolitian,33
38.0,5.0,Stormy,Jam,2,motorcycle,1.0,No,Urban,30
37.0,3.6,Stormy,Jam,2,scooter,1.0,No,Metropolitian,31
27.0,5.0,Sunny,Low,0,motorcycle,1.0,No,,28
33.0,4.7,Stormy,High,1,scooter,1.0,No,Metropolitian,33
21.0,5.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,41
36.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,44
,,Fog,Low,1,scooter,1.0,No,Metropolitian,23
34.0,4.5,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,28
25.0,2.9,Sunny,Low,2,scooter,2.0,No,Metropolitian,40
36.0,4.4,Fog,Jam,2,scooter,2.0,No,Metropolitian,45
23.0,4.9,Windy,Low,2,scooter,1.0,No,Urban,10
35.0,4.5,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,35
32.0,4.6,Fog,Medium,2,scooter,1.0,No,Metropolitian,34
25.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,29
23.0,4.7,Fog,High,0,motorcycle,1.0,No,Metropolitian,28
27.0,4.9,Sunny,Low,1,scooter,1.0,No,Metropolitian,19
22.0,4.6,Stormy,Medium,2,scooter,1.0,No,Metropolitian,23
39.0,4.7,Sunny,Low,1,scooter,1.0,No,Metropolitian,15
36.0,4.6,Stormy,Medium,1,scooter,1.0,No,Metropolitian,27
34.0,5.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,39
38.0,4.0,Fog,Jam,2,scooter,0.0,No,Metropolitian,49
39.0,4.6,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,18
37.0,4.8,Fog,Low,1,scooter,1.0,No,Urban,30
24.0,4.6,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,20
38.0,4.2,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,39
31.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,24
20.0,2.6,Sunny,Low,1,scooter,1.0,No,Metropolitian,32
29.0,4.5,Fog,Medium,2,scooter,1.0,No,Urban,26
20.0,4.5,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,23
22.0,4.5,Stormy,Jam,1,scooter,1.0,No,Metropolitian,29
22.0,4.6,Stormy,Jam,2,electric_scooter,,No,Metropolitian,27
25.0,4.6,Windy,Low,2,electric_scooter,0.0,No,,13
21.0,4.6,Stormy,Medium,2,scooter,0.0,No,Metropolitian,20
31.0,4.1,Windy,Low,0,motorcycle,1.0,No,Metropolitian,34
32.0,4.7,Fog,Jam,1,motorcycle,1.0,No,,37
24.0,4.8,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,14
24.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,39
24.0,4.6,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38
32.0,4.7,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,42
